الاحترافيه,positive
الاستثنائية,positive
الاسطورة,positive
الاسطوره,positive
الاصيل,positive
الافضل,positive
الامل,positive
الاوسم والاشيك والاجمل,positive
البرنس,positive
البرنسيسه,positive
البهجه,positive
البيحبهم,positive
التحيه,positive
الترند,positive
التفائل,positive
التفاوءل,positive
التقدير,positive
التواضع,positive
التوب,positive
التوفيق,positive
الجامد الكبير,positive
الجامدة,positive
الجامده,positive
الجبار,positive
الجدعنه,positive
الجمال,positive
الجمدان,positive
الجميل,positive
الجميلات,positive
الجميلة,positive
الجميلين,positive
الحب,positive
الحبى,positive
الحبيبة,positive
الحلاوة,positive
الحلوه,positive
الحمد لله على سلامتك,positive
الخرافي,positive
الخفيفه,positive
الخيال,positive
الدلع,positive
الديفا,positive
الرائع,positive
الرائعين,positive
الراجل الطبيعي التلقائي,positive
الراقي,positive
الرقي,positive
الروعة,positive
الروعه,positive
الساحر,positive
الساحرة,positive
السعادة,positive
السعاده,positive
الشاعر الكبير,positive
الشياكة,positive
الصاعدة,positive
الطيب,positive
العالمى,positive
العالمي,positive
العالمية,positive
العالي,positive
العالية,positive
العاليه,positive
العبقري,positive
العسل,positive
العشق,positive
العظمة,positive
العظمه,positive
العظيم,positive
الغاليا,positive
الغالية,positive
الف مبروك,positive
الفرح,positive
الفرحه,positive
الفنان الكبير,positive
القمر,positive
القويه,positive
الكل جاء بعد,positive
اللة ينور عليك,positive
اللذاذه,positive
اللذيذه,positive
الله اكبر,positive
الله حلوة,positive
الله عليك,positive
الله يحفظك,positive
الله يحميك,positive
الله يسعدك,positive
الله ينور بجد,positive
المبدع,positive
المبدعين,positive
المبهج,positive
المبهجة,positive
المتجدد,positive
المحترفين,positive
المحترمه,positive
المسلسل نار,positive
المشجعين,positive
المشهد ده خطير جدا,positive
المفضل,positive
المفضلة,positive
الملهمه,positive
الناجح,positive
الناجحين,positive
النجم,positive
النجم الصاعد,positive
النجمه,positive
النجومية,positive
النسخة الأصلية,positive
النقي,positive
الواو,positive
الوحش,positive
ام الدنيا,positive
امحلايا,positive
امل,positive
امورة,positive
ان شاء الله,positive
انا بسمعها على طول,positive
انا بموت بي,positive
انا بموت فيكى,positive
انا مش باسمع غير,positive
انا موت من الضحك,positive
اناقة,positive
انبهرت,positive
انت تستطيع,positive
انسانه بمعنى الكلمه,positive
انشاء الله,positive
انشكاح والابتسامه,positive
انشوفكم ابخير,positive
انــت آلحب,positive
انوثه,positive
اهداء,positive
اهضم,positive
اوروع,positive
ايجابي,positive
ايجابية,positive
ايجابيه,positive
ايقونة,positive
ايقونه,positive
ايقونه ولا تتكرر,positive
بآلتوفيق,positive
بأبها صورهم الجميلة,positive
بأفخر,positive
بألف خير,positive
باربي,positive
بارك الله لكما,positive
بالابداع,positive
بالتوفيق,positive
بالتوفيق يانجم,positive
بالفخر,positive
بالفرحة,positive
بتبهرنا,positive
بتجن,positive
بتجنن,positive
بتجنني,positive
بتحبها,positive
بتعجبني,positive
بتفرج عليها كل يوم,positive
بتمنالك صيف سعيد,positive
بجبك,positive
بجداره,positive
بجمالك,positive
بحب,positive
بحب الاغنيه من قلبي,positive
بحبك,positive
بحبكك,positive
بحبكم,positive
بحبه,positive
بحبها,positive
بحبو,positive
بحبک,positive
بخت,positive
بخير,positive
برافو,positive
براڤو,positive
برة الاطار,positive
برنس,positive
بزاف,positive
بستمتع,positive
بسمعها كل شوية,positive
بشتاق,positive
بشكر,positive
بشوفه كل شهر عالاقل مرة,positive
بصراحه حقيقي,positive
بعشق,positive
بعشقك,positive
بعشقك موت,positive
بعشقها,positive
بفرح,positive
بفرح القلب,positive
بقوه,positive
بلا منافس,positive
بموت في,positive
بموت فيك,positive
بموت فيكى,positive
بمووت فيكى,positive
بنحب,positive
بنحبك,positive
بنحبك من قلوبنا,positive
بنعشقك,positive
بهجة,positive
بوم,positive
بيجنن,positive
بيحبه,positive
بيضحكني,positive
بيعجبني,positive
بيعلق ف الدماغ,positive
بيغير مودي,positive
بينجح,positive
تجربه جديده,positive
تجنن,positive
تحفة,positive
تحفه,positive
تحمست,positive
تحيا,positive
تحياتنا,positive
تحياتى,positive
تحياتي,positive
تحية,positive
تحية حارة,positive
تحية لمصر الحبيبة,positive
تحيتي,positive
تحيه,positive
تخبل,positive
تدخل القلب,positive
تدندن كثير براسي,positive
ترحيب,positive
ترفع لك القبعة,positive
ترند,positive
ترند الاول,positive
تروق الأعصاب,positive
تريند,positive
تستاهل,positive
تستاهلو,positive
تسعدنا,positive
تسلم,positive
تسلمولي,positive
تضحكني,positive
تعبيري رائع,positive
تعجبكم,positive
تعجبني,positive
تعجني,positive
تغير مودى,positive
تفاؤل,positive
تفرح,positive
تفوق الخيال,positive
تقدمت,positive
تقدير,positive
تمنيت,positive
تموتو من الضحك,positive
تهبل,positive
تهدم الفن الهابط,positive
تواضعه,positive
توب,positive
جاحده,positive
جامد,positive
جامد فشخ,positive
جامدة,positive
جامده,positive
جامدين,positive
جامدين فشخ,positive
جاميلا,positive
جدارة,positive
جدع,positive
جديد,positive
جديدة,positive
جديده,positive
جذاب,positive
جمآل,positive
جمال,positive
جمالية,positive
جمد,positive
جمده,positive
جمهور,positive
جميل,positive
جميلة,positive
جميلة الجميلات,positive
جميلتي,positive
جميله,positive
جوهرة,positive
جيد,positive
حب,positive
حب الطفولة,positive
حبت,positive
حبتها,positive
حبنا,positive
حبناكي,positive
حبي,positive
حبيب,positive
حبيب قلبي,positive
حبيبة,positive
حبيبة القلب,positive
حبيبت,positive
حبيبتي,positive
حبيبي,positive
حبيت,positive
حبيتك,positive
حبيتها,positive
حبيتهة,positive
حبييت,positive
حكيم,positive
حكيمه,positive
حلاوة,positive
حلاوته,positive
حلاوتو,positive
حلاووة,positive
حلو,positive
حلو وخفيف,positive
حلوة,positive
حلوه,positive
حلوه جدا,positive
حلوى,positive
حلوين,positive
حلي تحيا,positive
حماسية,positive
حمدالله عالسلامة من القلب,positive
حمدللة علي السلامة,positive
حنين,positive
خارج السيطرة,positive
خراافيه,positive
خرافة,positive
خرافية,positive
خطيرين الكلمات,positive
خفة دمها,positive
خفه دمه,positive
خلوق,positive
خيال,positive
دخل التاريخ,positive
دخيل قلبك ما اجملك,positive
دمك زي الشربات,positive
دمه خفيف,positive
دمها خفيف,positive
ده بيصغر في السن,positive
دون منازع,positive
ذهبية,positive
راءع,positive
راءعة,positive
رائع,positive
رائعة,positive
رائعع,positive
رائعه,positive
رائعين,positive
راحة,positive
راقي,positive
رايق,positive
رب يحفظك,positive
ربنا معاك,positive
ربنا هيجيلك حقك,positive
ربنا يباركلك,positive
ربنا يباركلكم,positive
ربنا يحرسك,positive
ربنا يحفظك,positive
ربنا يحفظها,positive
ربنا يحمي مصر,positive
ربنا يحميك,positive
ربنا يحميكم ويحفظكم,positive
ربنا يحميكي,positive
ربنا يخليك,positive
ربنا يديك,positive
ربنا يديك الصحة,positive
ربنا يديك الصحه,positive
ربنا يديلك,positive
ربنا يزيدك,positive
ربنا يزيدك حب الناس,positive
ربنا يسعدك,positive
ربنا يشفي,positive
ربنا يكرمك,positive
ربنا يكرمها,positive
ربنا ينجحك,positive
ربنا ينجحك ويحفظك,positive
ربنا يوفقك,positive
ربنا يوفقكم واتمنا لكم التوفيق والنجاح الدائم,positive
ربنا يوقفلك,positive
ربي يحفظكم,positive
ربي يحميكي,positive
ربي يحميه,positive
ربي يسعدك يارب,positive
ربينا يشفيك,positive
رجعت ابتسامتنا,positive
رفع له القبعة,positive
رقم 1,positive
رقم واحد الحقيقي,positive
رقيقة,positive
رمضان كريم,positive
رهيب,positive
رهيبة,positive
رهيبه,positive
روح حلوة,positive
روحى,positive
روحي,positive
روعة,positive
روعه,positive
روقان,positive
رومانسية,positive
رووعة,positive
رووعه,positive
سبحان العاطي الوهاب,positive
سبسكرايب,positive
ستحقوا النجاح,positive
سعادة,positive
سعدت,positive
سعيده,positive
سكرة,positive
سنة سعيدة وسنة خير,positive
سوبر ستار,positive
سيد الابداع,positive
سيد الاغاني,positive
سيد الانتشار,positive
شابو,positive
شابوه,positive
شاطرة,positive
شبو,positive
شجن,positive
شدني,positive
شديد الدقه,positive
شرف,positive
شكر,positive
شكرآ,positive
شكرا,positive
شكران,positive
صادق,positive
صادق و جميل,positive
صايع,positive
صح كلامك,positive
صراحة,positive
صوته الماظ,positive
ضحكت,positive
ضخم,positive
طاقة إيجابية بحته,positive
طاقتها ايجابية,positive
طاقه ايجابيه,positive
طبيعية,positive
طبيعين,positive
طبيعين بشكل مش طبيعي,positive
طبيعيه,positive
طيبة,positive
طيبه,positive
طيبين,positive
طيوب,positive
ظهري,positive
عاش,positive
عالمى,positive
عالمي,positive
عالمية,positive
عالميه,positive
عالى,positive
عالي,positive
عالية,positive
عاليه,positive
عبقريه,positive
عجابني,positive
عجبتنا,positive
عجبتنى,positive
عجبتني,positive
عجبنبي,positive
عجبنتني,positive
عجبنها,positive
عجبنى,positive
عجبني,positive
عجيب,positive
عدل,positive
عزيز,positive
عزيزة الجيل الذهبي,positive
عسل,positive
عشاقك,positive
عطاء,positive
عظمة,positive
عظمه,positive
عظيم,positive
عظيمه,positive
عفويه,positive
علمتني اشياء كثييرة,positive
عمار,positive
عمالقه,positive
عملاق,positive
عملت subscribe,positive
عملت لايك,positive
عندك حق,positive
عندك معجبين,positive
عندنا نماذج فنيه,positive
عودا حميدا,positive
عودة ميمونة .في أمان الله,positive
عيد الاضحى المبارك,positive
عيد فطر مبارك,positive
غاليه,positive
غير طبيعيه,positive
فاجر,positive
فان,positive
فانز,positive
فخامة,positive
فخامة الاسم تكفي,positive
فخر,positive
فخر العرب,positive
فخم,positive
فخور,positive
فخورة,positive
فخوره,positive
فخورين,positive
فرح,positive
فرحانه,positive
فرحة,positive
فرحت,positive
فرحتنى,positive
فرحتني,positive
فرحتي,positive
فرحه,positive
فريد,positive
فشيخ,positive
فشيسييخ,positive
فن,positive
فنان,positive
فنان كبير,positive
فنان و الله,positive
فنانة,positive
فوق الخيال,positive
فوق الروعة,positive
فوق الروعه,positive
في حتة لوحدك,positive
فيلم للتاريخ,positive
قاهر النجوم,positive
قبل اي حد,positive
قدوتي,positive
قلبي,positive
قمة التواضع,positive
قمة الروعه,positive
قمة القمم,positive
قمة في إحساس,positive
قمر,positive
قمرات,positive
قمرنا,positive
قوى,positive
قوي,positive
قوية,positive
قيصر المطربين العرب,positive
كأني بشوفه اول مرة,positive
كارزما,positive
كاريزما شيك,positive
كافنان,positive
كبير,positive
كفو,positive
كفيل بإزلة التلوث السماعي,positive
كل أسبوع انتظر البرنامج,positive
كل الاحترام لك,positive
كل الحب و التقدير,positive
كل الدعم,positive
كل سنه وانتم طيبين,positive
كل سنه وانتي طيبه,positive
كل عام و انتم بخير,positive
كل عام واتنم بالف خير,positive
كل عام وانتم بخير!,positive
كلامك صح,positive
كلامها متوازن,positive
كلمة عجبتنى دى قليلة,positive
كلنا منتظرينك,positive
كلهن خلصتهن,positive
كلو تمام,positive
كم انت جميله,positive
كنج,positive
كويس,positive
كويسة,positive
كويسوه,positive
كوين,positive
كينغ,positive
كيوت,positive
لأفجر,positive
لإحلى,positive
لإحلى فنان,positive
لا يكرر نفسه,positive
لاروع,positive
لايق,positive
لايك,positive
لبق,positive
لتنظيف الأذن من أوساخ الوسط الفني,positive
لحبيبي,positive
لحلو,positive
لذيذ,positive
لذيذة,positive
لطيف,positive
لطيفة,positive
للرائعة,positive
للعالمي,positive
للنجومية,positive
لليقونة,positive
لن يتكرر,positive
لنمبر ون,positive
لوف,positive
ليس لها مثيل,positive
ليقين,positive
ليك,positive
ما اجملك,positive
ما بتفرقش قلبي,positive
ما شاء الله,positive
ما شالله,positive
ما ينزل هروح و اشوف الفلم,positive
ماتمل,positive
ماسكه فيك,positive
ماشاء ألله,positive
ماشاء الله,positive
ماشاءالله,positive
ماشاءاللہ,positive
مافيش اروع من كدا,positive
مبدع,positive
مبدعة,positive
مبدعه,positive
مبدعون,positive
مبدعين,positive
مبروك,positive
مبروك عليك,positive
مبسوط,positive
مبسوطة,positive
مبسوطه,positive
مبعملش skip ad,positive
مبهج,positive
مبهجة,positive
مبهر,positive
مبهرة,positive
متألقة,positive
متابعتك,positive
متابعكم,positive
متابعينك,positive
متتشره,positive
متحمس,positive
متحمستله,positive
متربي,positive
متعملوش skip ad,positive
متفصل بالمللي,positive
متقن,positive
متميز,positive
متواضعة,positive
مثلي العلى,positive
مجتهد,positive
مجنون,positive
مجنونة,positive
محاور عظيم,positive
محبتكم,positive
محبين,positive
محترف,positive
محترفة,positive
محترم,positive
محترمة,positive
محترمتش,positive
محترمه,positive
محستش بالملل,positive
محلي,positive
محلياه,positive
مذهل,positive
مركز أول,positive
مزبوط,positive
مزهله,positive
مزينة,positive
مسا مسا احلى لايك,positive
مستني جدا,positive
مستنياك,positive
مستنية الفلم,positive
مسح الكل بأستيكه,positive
مسلسل روعه,positive
مش حاجة عادية,positive
مش طبيعي,positive
مش طبيعية,positive
مش قادره ابطل اتفرج عليه,positive
مش مسروق,positive
مش معقول,positive
مش معقولة,positive
مش هتندم,positive
مشأ الله عليك,positive
مشاءلله,positive
مشتاقين,positive
مشرف,positive
مشرفنا,positive
مشهد قوي,positive
مشهورين,positive
معجبيك,positive
معلم,positive
مفرح,positive
مفشلتش,positive
مفهوش غلطه,positive
مفيش حد زيك,positive
مفيش كلام يوصف احساس,positive
مفيش كلام يوصف للفيلم,positive
مفيهاش ولا غلطة,positive
مقنع,positive
ملك,positive
ملك الاحساس,positive
ملك السينما,positive
ملكة,positive
ملكة جمال الكون,positive
ملكش حل,positive
ملكه,positive
مليان مشاعر,positive
مليون تحية,positive
ممتاز,positive
ممتازة,positive
ممتازه,positive
ممتع,positive
ممتعة,positive
ممتعه,positive
مميز,positive
مميزة,positive
مميـز,positive
من نجاح لنجاح,positive
من نجاح لنجاح يارب,positive
منتظر الحلقه الجايه بفارغ الصبر,positive
منتظره,positive
منتظرينك,positive
منور,positive
منور الاعلان,positive
منورتنا,positive
موفق,positive
مولعها,positive
موهوبة,positive
ميحلاش,positive
نا سمعتها فوق,positive
ناجح,positive
ناجحة,positive
ناجحه,positive
نار,positive
نبع المواهب,positive
نجاح,positive
نجاحك غير,positive
نجم,positive
نجم الجيل,positive
نجم النجوم,positive
نجمة,positive
نجمة الاستعراض,positive
نجمة جيل,positive
نجمتنا,positive
نجمتي,positive
نجمـ,positive
نجمين,positive
نجوم,positive
نحب,positive
نحبك,positive
نحبكم,positive
نحبها,positive
نخوة,positive
نستمتع,positive
نمبر one,positive
نمبر one في المعلمة,positive
نمبر وان,positive
نمبر ون,positive
نورتي,positive
هابي نيو ير,positive
هادف,positive
هادي,positive
هايل,positive
هايلة,positive
هتوحشتي,positive
هحبك,positive
هحبك أكتر من كده,positive
هذا شرف لى,positive
هسترية ضحك,positive
هموت واشوفكم,positive
هي إدمان بجد,positive
هيبة,positive
هيعجبك,positive
هيقف من الفرحة,positive
هيكسر الدنيا,positive
و لا في الخيال,positive
وأجملها,positive
وأرق,positive
وأفكارا لها معنى,positive
وأم الدنيا,positive
وأن شاء الله,positive
وإبداع,positive
وابداع,positive
وابدع,positive
واجمل,positive
واحب,positive
واحبك,positive
واحد من أهم ما انجبت,positive
واحشني,positive
واحــد بــس,positive
واحلا,positive
واحلا couple,positive
واحلى,positive
واحلي,positive
واروع,positive
واستحقاق,positive
واستماع هنيء,positive
واستمروا,positive
واضافه,positive
واعجبتني,positive
واعيه,positive
وافضل,positive
والأخلاق,positive
والأسطورة,positive
والاروع,positive
والايجابية,positive
والتفاءل,positive
والجمال,positive
والحب,positive
والحنان,positive
والخفه,positive
والدفئ اللي فيها,positive
والرجوله,positive
والروعه,positive
والسعاده,positive
والسلطان,positive
والشموخ,positive
والشهامه,positive
والشياكه,positive
والطاقة,positive
والله العظيم,positive
والله راحة,positive
والله رفعت راسنا,positive
والله يقدرني وأسعدك,positive
والمسامحه,positive
والنجاح,positive
والنجاح الكبير,positive
وان شاء الله,positive
وانقي,positive
واو,positive
وبارك عليكما,positive
وببكي كلهم,positive
وبتستاهل,positive
وبحب,positive
وبحبك,positive
وبرنس,positive
وبرنس الشاشة,positive
وبره الصنندوق,positive
وبس,positive
وبطل,positive
وبعشقك,positive
وبعشقه,positive
وبفرحنا,positive
وبموت فيك,positive
وبموت فيكى,positive
وبيحب,positive
وبيسعدنا,positive
وتتعامل بعفوية,positive
وتتواجد علي الساحه,positive
وتحيا,positive
وتحية,positive
وتحيه,positive
وتدخل الجنة,positive
وجديده,positive
وجلاد الاجيال المنافقة,positive
وجمال,positive
وجمالهم,positive
وجمع بينكما في خير,positive
وجميل,positive
وجميلة,positive
وحب,positive
وحبيبت,positive
وحبيتها,positive
وحسناء الحسناوات,positive
وحشانى,positive
وحشتني,positive
وحشتونا,positive
وحشتينا,positive
وحشتينى,positive
وحشتيني,positive
وحشتيني اوي,positive
وحشنا,positive
وحلاوة,positive
وحلو,positive
وحمايتي,positive
وحنحبك,positive
ودايما فى تقدم,positive
ودمك خفيف,positive
ودي اللقاء يخلص,positive
ورائعة,positive
وراحه بال,positive
ورهيب,positive
وروحي,positive
وسامة,positive
وسريعة,positive
وسعادتي,positive
وسكر,positive
وسلام,positive
وسمعت كل أعمالك,positive
وسندي,positive
وسوبر ستار,positive
وشدني,positive
وشرف,positive
وشغل الأفكار,positive
وشكرا,positive
وطيبة,positive
وعاجباني,positive
وعالمية,positive
وعجبت,positive
وعجبتني,positive
وعجبني,positive
وعزيزتنا,positive
وعسل,positive
وغلبانه,positive
وفخورة,positive
وفخوره,positive
وفرحة,positive
وفنان,positive
وقلبي,positive
وقمر,positive
وقوى,positive
وقيم,positive
وكريزما,positive
وكسرت الدنيا,positive
وكل الحب,positive
وكل عام وانتي بالف خير وصحه وسلامه,positive
وكمل يا باشا,positive
وكويس,positive
وكويسين,positive
ولا اقبل اى فيلم تانى,positive
ولا بلاش,positive
ولا في الخيالات,positive
ولا مليت منه,positive
ولافي الخيال,positive
وله قيمة,positive
وله قيمة ورسالة,positive
وليس fake,positive
وليه معني,positive
وما بمل,positive
ومبروك,positive
ومبسوطه,positive
ومتألق,positive
ومتألقة,positive
ومتابعه كل أعمالهم,positive
ومتقن,positive
ومتميز,positive
ومتواضع,positive
ومتواضعه,positive
ومثال فخر,positive
ومحبوب,positive
ومحترم,positive
ومحترمه,positive
ومزهقتش منها ابدا,positive
ومستمتعه,positive
ومسلية,positive
ومش قادر استني,positive
ومشهور,positive
وممتع,positive
ومميزة,positive
ومن نجاح لنجاح,positive
وناجح,positive
ونجمة,positive
ونجمة جيلي,positive
ونزلتها على موبايلي,positive
ونصائح من قلب من ذهب,positive
وهدوء,positive
ويارب تظبط,positive
ويبارك فيك,positive
ويباركلك,positive
ويحب,positive
ويحفظك,positive
ويحفظه,positive
ويخليك,positive
ويدلعنا,positive
ويديك الصحة والعافية,positive
ويستاهل,positive
ويصبرك,positive
ويكرمك,positive
يا بختك,positive
يا رب اسعدهم,positive
يا رب يبقي في حياه,positive
يا كبير,positive
يارب احفظهم,positive
يارب تخل,positive
يارب تفضل دايما في تقدم,positive
ياعسليه,positive
ياعشقي,positive
ياقمر,positive
ياكنج,positive
يالغالي,positive
يالهوى تجنن,positive
يامعلم,positive
ياملاكي,positive
يانجم,positive
يبارك فيها,positive
يباركلك,positive
يجب أن يشاهد,positive
يجنن,positive
يجننو,positive
يحلو,positive
يحيا,positive
يخربيت ابوكو,positive
يخربيت كده,positive
يخلد في الذاكره,positive
يخلي,positive
يزيحو الهم من على القلب,positive
يستاهل,positive
يستاهل oscar,positive
يستحق التقدير,positive
يسعدكن,positive
يضحكني,positive
يعجبك,positive
يعجبني,positive
يعشق,positive
يعطيك الصحة,positive
يعلي اي حد,positive
يعمل للايك,positive
يغني بكل هالاحساس,positive
يفرحنا,positive
يفنن,positive
يكرمك,positive
يلمس قلوبنا,positive
يليق,positive
ينجم,positive
a piece of shit,negative
abusive,negative
another fail,negative
arrogant,negative
bad,negative
big flop,negative
boring,negative
brain washed,negative
cheap,negative
cringe,negative
cringe af,negative
desprerate,negative
dis like,negative
disappointed,negative
disgusting,negative
dislike,negative
dislike جماعي,negative
diss like,negative
disslike,negative
doesn't work with the dress,negative
don't like,negative
dont like,negative
eggs,negative
empty phrases,negative
fail,negative
fake,negative
fuck,negative
gay,negative
haters,negative
heavy load of shit,negative
i don't like it,negative
idiots,negative
infect,negative
it's nonsense,negative
junk,negative
lack of respect,negative
loser,negative
losers,negative
low,negative
low class,negative
mean,negative
minus one,negative
naive,negative
no,negative
no comment,negative
no concept at all,negative
no ethics,negative
no one,negative
no way,negative
not a brave,negative
not good,negative
not love,negative
not very good,negative
number 0,negative
number zero,negative
on steroids,negative
out of tune,negative
over,negative
over acting,negative
overdose,negative
overrated,negative
poor,negative
report,negative
retarded,negative
shame,negative
shit,negative
sick,negative
sold his soul,negative
sorry,negative
stupid,negative
toxic,negative
true idenitity crisis,negative
un like,negative
under age,negative
unlike,negative
unsubscribe,negative
very stupid,negative
virus,negative
wake up,negative
waste,negative
weird,negative
what this junk,negative
worse,negative
worst,negative
